video_id,channel_name,video_title
-77ihuklTeU,Politico,Debate moderators cut off 2020 candidates
N5LzIdYv1zY,C-SPAN,Hawaii Gov. Linda Lingle speaks to the RNC
t-a4JitqOMg,C-SPAN,"President Biden: ""My fellow Americans, the war in Afghanistan is now over."""
_GzG7-LYwXk,DailyMail,Nazi war criminals are sentenced to death at the Nuremberg Trials - Daily Mail
qs9MntAmU94,BloombergTelevision,Watch President Trump Turns Away From Pelosi's Handshake
kgT3bUgPO4U,Politico,Senate impeachment trial Day 11: Impeachment managers make their closing statements
hJqpfEjhyZs,Forbes,Silicon Valley Bankâs Meltdown Could Fuel Widespread Job Losses | Forbes
Fjy-tZVGols,CBSMornings,How a black woman took down one of America's most notorious mob bosses
MH8QnUmW_k8,BusinessInsider,Trumpâs Twitter account deactivated
41TyycZHMWw,ABCNews,"Trump redecorates White House with gold walls, chandelier"
PJQQGlkX-S8,WashingtonPost,Starbucks arrests spark controversy for company and police
hvGHhPLapiA,Politico,Biden sings EO on delivering government services
6rK3OFH-pVc,BloombergTelevision,The Wexner and Epstein Connection
whq3QWWjblE,TIME,Kim Jong Un Brought 12 Bodyguards Alongside His Limo During His Meeting In South Korea | TIME
EIuT1LfeONE,BusinessInsider,How Underground Farms Grow Mushrooms In Coffee Grounds | Business Insider
RJG_KHPXmQQ,BloombergTelevision,Hong Kong's Apple Daily Runs Low on Funds to Print Paper
AfTLrl6VLwc,ForbesBreakingNews,JUST IN: Driver Of SUV In Waukesha Christmas Parade Tragedy Reportedly Identified As Darrell Brooks
42vakZLPxng,CBSMornings,3-year-old who removed Pope Francis' skullcap speaks out
xusVPvoeBjE,Reuters,"Online misinformation 'killing people,' President Joe Biden says"
bzi8jx9FpBc,Politico,Vogel in Anchorage_2
ppyDfm-yyl8,BBCNews,Shamima Begum: IS teenager to lose UK citizenship - BBC News
4yItHXah6sQ,TheHill,"'Don't Put Words In My Mouth!' Fight Breaks Out Between Cruz, Menendez During Senate Hearing"
QNHHOclic4g,Reuters,Kids take classes in Kyiv metro during air strikes
nN1OWqvnj0E,TheEpochTimes,"More Divided Than Ever, Time for National Divorce? | Trailer | Over the Target"
PRoet4XwmUY,BusinessInsider,What Eleven Madison Park's 11-course tasting menu looks like
RKMA3Xv0e78,Politico,Turn the Table - 7/9/10
i8vqS_Ri2tY,CBSMornings,Thousands of Russians overseas during the war stranded with no cash or flight options
KVHPP2QOVZQ,BBCNews,Beirut blast: Many injured as large blast rocks city - BBC News
cp6CwhayNZY,WSJ,Inside Appleâs Rise to $2 Trillion | WSJ
0GV3Qo_M7PI,CBS,Appetizers For Under $1
bREjDZokR8A,WashingtonPost,Beauty vlogger Shalom Blac on never being in a relationship
UBI1BNUUnM8,DailyMail,Wife goes nuts at prankster husband's hilarious toy gun ambushes - Daily Mail
ugN7FL9H6lM,Reuters,WARNING: GRAPHIC CONTENT - At least 53 migrants die in Mexico truck accident
-swklZA2G_8,FoxNews,Rudy Giuliani reveals details of recent conversation with President Trump
ZOHccqGsVY4,TheWeatherChannel,Cleaning up live on the air
sYiCGlIwMBs,FoxBusiness,CNN insiders call for Brian Stelter to be fired amid heat over Zucker resignation
Tp-zc_avIfM,TheEpochTimes,"COVID Vaccine Injury Data: 143,233 Percent Increase in Cancer | Trailer | Frontline Health"
uv3GqTy32aM,USAToday,"Senate announces coronavirus stimulus deal, reaches trillions of dollars | USA TODAY"
3y6-m8Bqy-0,FoxBusiness,"Texas sheriffs, ICE officers sue Biden for restricting arrests of migrants"
fyg8BlA1v3A,DailyMail,Nottingham incident: Three people dead and man arrested | What we know so far
GHfFAevq8Cg,CBS,Pittsburgh shooting suspect was avid user of social network Gab
HcfH3oznAXk,DailyMail,Woman hears herself kiss husband for first time after implant - Daily Mail
C5Hq40rs2ck,WSJ,Jeremy Lin Superfan: Spike Lee
3GN6B1NLxVg,NYPost,"Climate Change Protesters Hold Funeral for Earth, Then the Grim Reaper Came..."
yFXwyixs2fo,ABCNews,Key city in Ukraine falls
zH76K2itA5M,FoxBusiness,Declassified docs show FISA court used against political opponents
Jh2LI3r7KlU,CBS,Eye To Eye: Cam'ron (CBS News)
zMZ58anSFF4,WSJ,âObstacle Belts From Hell:â Retired General on Ukraineâs Slow Counteroffensive | WSJ
i95ZDcpQo-Y,BBCNews,"Jeremy Corbyn on Brexit deal: ""Failed and miserable"" negotiations - BBC News"
2jTz1UyYfPA,NYPost,"Biden: Claim That I'll Raise Your Taxes Is ""Flat Unadulterated Lie"""
NbTDhOr4zs4,CBSMornings,"FBI investigating shooting at shopping complex in Arizona, one suspect in custody"
neTCk6TtSHc,BBCNews,United States blocks UN call for Israel-Palestinian ceasefire for third time - BBC News
7tKk9Gd-jAE,Politico,Greene and other GOP leaders push for Fauci to be fired
9QPZcksnRtI,Forbes,Hollywood's Best Actors For The Buck | Forbes
bMuSglExX2I,C-SPAN,1975-76 Church Committee Origins - Senate Historian Katherine Scott
V-mGiBfoaok,Forbes,Bryan Cranston On Breaking Into The Spirits Industry And Running A Business With Aaron Paul | Forbes
6Vjh0eilwJI,WashingtonTimes,Penn Camera files for bankruptcy: Customers react
nyB1u7LfH5w,USAToday,Holy cow! Rare quadruplet calves born in Texas
bCIOeBLIWsM,Reuters,"As India spirals, a 26-year-old decides who survives"
1FVjsfnYreU,FoxBusiness,"Democrats like Obama, Hillary Clinton received thousands from SVB board members"
Db0y0Zmm00g,TheHill,'Everyone Knew It Was False!' Jim Jordan Tears Into Schiff In Defense Of Trump
nJenbr7S_hA,DailyMail,Blac Chyna & boyfriend YBN Almighty Jay seen in Beverly Hills - Daily Mail
7keUXhjy_qA,BBCNews,Coronavirus: British citizens fly home - BBC News
PfSbktgkIbE,CBSMornings,Anna Wintour on celebrating Vogue magazine's 130th anniversary
R8mN224RNkc,Reuters,French Air Force pays tribute to 'Maverick' Tom Cruise at Cannes
6AlSCuPVZ88,NYPost,"Trump to Reporter  ""Don't Talk to Me That Way, You're Just a Lightweight"""
2W7ZfKzT2_I,NYPost,McCarthy: Democrats 'Go Out of Their Way' to Not Hold China Accountable
H4Ct_FqSROw,NYPost,"Hawkins: Chicagoâs Gun Control Resulted in 10 Killed, 38 Wounded Memorial Day Weekend"
4Um9pxDfSvg,BloombergTelevision,Wall Street Week - Full Show (09/25/2020)
v5maoeN_zD8,TheHill,Krystal and Saagar: NEW POLL reveals Democrats woke white liberal problems
uqGXzWCD9Xk,CBSMornings,How the coronavirus is impacting rural areas
d9feR6OjGAE,News5Cleveland,Bishop Sycamore no stranger to Northeast Ohio football teams
b399f7Qh90g,DailyMail,German town declares state of emergency after heavy snowfall
m9zt9TG0b_0,NYPost,Schiff: In Trumpâs America âAmericans Don't Get to Decide American Elections Anymore'
QUOpjDLJ6ho,Forbes,Catastrophic Crisis With Russia And China Brewing â What Biden Must Do Now
EaJ6H1WXB2s,BBCNews,Vladimir Putin: What does the world think of Russian president? - BBC News
zN4emAH2ivo,BloombergTelevision,Private-Equity Secrets of Thoma Bravo's Billionaire Boss
B63NCqF3lKo,USAToday,Man makes $10K a month sending potatoes in the mail
gFGDWbxUFUQ,FoxNews,They have cameras âeverywhereâ: Trump
bhEqJklis1c,C-SPAN,The Communicators: The Commercial Satellite Industry
YcjlxXorDgw,CBS,Big wave crashes wedding reception in Hawaii
wdc-jEnPe5Q,NYPost,PA Principal Fired for Posting Conservative Memes on Facebook Sues School District
tzn0OoQhRq8,Forbes,Breathing's A Real Business?
wX3TA_s2UTY,TIME,Soldier Survives 70-Foot Fall Into Hawaii Volcano | TIME
PYsLa4A-Jic,BBCNews,Coronavirus : UK death toll rises to 35 - BBC News
vZ9pGUAFFRw,FoxNews,Watters: We have questions about the night of the Paul Pelosi attack
1GVhHCSxnFY,FoxBusiness,Biden just gave a big middle finger to half of the country: Huckabee
GVX-2C24xLQ,Reuters,German flood deaths rise as search continues
_Pxwmn_7aD4,Forbes,Caulipower Is The Cauliflower Pizza Crust Company Worth $500 Million | Forbes
-kaX1SsugLc,BBCNews,Australia's first same sex wedding takes place - BBC News
OpTJ-v2EOAE,FoxBusiness,Biden trying to get ahead of the looming oil crisis with a temper tantrum: Varney
VH5SrCAhs1Q,WSJ,Inside the Midland City Hostage Crisis
ZGCDOtZFg3U,FoxNews,Dan Bongino: This is how I know the tide is turning
i6pw07k3GkM,Vox,How figure skating scoring rewards risk over artistry
4yZ4V2fKkKs,BloombergTelevision,China Said to Consider Skipping Trade Talks With U.S.: WSJ
bO9thKIIKCQ,DailyMail,Hugh Grosvenor: Who is the new Duke of Westminster? - Daily Mail
WOs41_DLfA8,TIME,Transgender In The Military: The Story Behind Their Camouflaged Identity | TIME
qW1j06bAnYo,BloombergTelevision,Philippines Says Hazardous Eruption of Volcano Imminent
s0CU6EGiJ64,ABCNews,'Star Wars: The Force Awakens' Cast on Training for Roles
6SOD2hdZGAw,TheEpochTimes,Actor Jon Voight: âTrump Is the Greatest President Since Abraham Lincolnâ
QAyJG8zeObA,CBSMornings,"Naomi Campbell on ""The Face,"" controversy, her relationship with Nelson Mandela"
SCATkgdvDck,BloombergTelevision,"Trump Denies Account of Him Disparaging U.S. War Dead, McCain"
XVS-5TMti9U,BloombergTelevision,Wall Street Week - Full Show (03/19/2021)
kQpNhKuR4Yo,WashingtonTimes,"Afternoon Briefing, Feb 12"
F5E090X0rSg,DailyMail,Trump says New York state will not be receiving COVID vaccine
sk1RIyQfwww,BloombergTelevision,BlackRock's Hildebrand Says 'Great Moderation Is Over'
w_rXCYafevM,USAToday,10 Best Beaches In California | 10Best | USA TODAY
M6QEN2eFDoU,WashingtonPost,Drone video shows extent of Nova Kakhovka dam damage
qApeVN38z_k,FoxNews,Hannity: Brian Stelter had a 'meltdown' over my show
FNGp1aviGvE,Vox,How architecture changes for the Deaf
uS6WUuPmuwI,TIME,Call Of Duty: Advanced Warfare - Kevin Spacey Steals The Show  | TIME
Yk1vplbu7k4,TheHill,"Panel: Trump Allies Raise $200 Million For Trump TV, Will It Work?"
V0Vwerb2JvE,WSJ,What Happens to Landlords When Tenants Can't Pay Rent? | WSJ
B4Id8bUlUpo,USAToday,"Jon Stewart's hilarious, heated, heartwarming moments"
_ssNA55fVOE,NYPost,"Rep. Gaetz to Governors: ""Canceling Christmas Makes You a Grinch, Not a Leader"""
boQUPIPy7H4,TIME,10 Questions for William Shatner
wRYVGFXDR7g,TheHill,"Kim Iversen: GoFundMe SEIZES Millions In Freedom Convoy Money, Critics SMEAR Truckers As Nazis"
--LQN6c6yQs,CNN,Cuomo explains why CNN won't air Trump's 46-minute speech
qC0kqBpIUqc,USAToday,Golden retriever flips out when Marine comes home | Militarykind
zRgHh520348,NewsNation,"Body cam shows Lori, Chad poolside before her arrestÂ | Elizabeth Vargas Reports"
G399ooOvkME,C-SPAN,Donald Trump Iowa Caucus Night FULL SPEECH (C-SPAN)
Mi_eTYokZpI,MassLive,Torey Krug explains why Tuukka Rask fight fired Boston Bruins up
R4QyXCEWX_8,BloombergTelevision,"Mercedes CEO Kaellenius on China Reopening, US Trade"
bm-wweeZrxM,ABCNews,Obama family chef found dead near their MarthaÂs Vineyard estate l GMA
MGKm9LywWxY,BBCNews,'The big quit' as millions leave jobs in US - BBC News
KtTadcFULvo,MassLive,"Red Sox bloopers 2018: Eduardo Nunez drilled, Hanley Ramirez breaks bat, Rafael Devers fouls ball..."
IdSrS3pBYlk,ABC7,Medical examiner rules NYC subway chokehold death a homicide
aRmrxje52D4,ABCNews,Explosive reaction to Michael Jackson 'Leaving Neverland' documentary
jqQAewsc-0k,TheEpochTimes,Fatal Flaws: Legalizing Assisted Death | Trailer | Epoch Cinema
M22VWCSDfG8,BloombergTelevision,Pentagon's Kirby Calls Putin `Depraved' During Emotional Briefing
H8R6zzAmg50,WashingtonTimes,NEWSMAKER:  Pres. Mehmet Ali Talat on property disputes
wIvpIByJzfY,WSJ,Cybersecurity Experts on Edge Amid Ex-Uber Executiveâs Trial | WSJ Tech News Briefing
ol8WfPGJ9gI,DailyMail,Bullets zip past Ukrainian soldiers' heads as they storm Russia trenches near Bakhmut in POV footage
tU2JeHsToSo,TheHill,Krystal Ball: Hereâs The REAL Worst Case Scenario For Trumpâs Second Term
rziBMn2wfV4,DailyMail,CCTV captures moment man dies in revenge attack in Ilford
EO2g0gI-BWI,DailyMail,Return to Love Island: Nathan Massey proposes to Cara de la Hoyde
6ZH-xEfbWM0,LATimes,The Dodgers Celebrate Winning the 2017 NLCS | Los Angeles Times
H57EsTg9Pqs,WSJ,Backstreet Boys on Justin Timberlake's Success | Backstreet Boys Interview
7Q6bEH8hLf4,BloombergTelevision,Backstage with The Daily Show's Trevor Noah
zQDbO9eqy48,CBSMornings,Trump attacks New York Times report alleging he avoided paying taxes for years
2dOpDCWdW8s,Reuters,Thailand mourns children killed in massacre
NjkTonxgTTg,TIME,See The Moment Hope Hicks Said Goodbye To President Trump At The White House | TIME
yzeBB7F0FuY,Forbes,Teslaâs Cybertruck Complicates Elon Muskâs Climate Commitment - Can He Deliver? | Forbes
2gEwEcYnewE,Vox,"How Leonardo da Vinci made a ""satellite"" map in 1502"
pvcGwfiVsaU,TheHill,"Krystal and Saagar: Pelosi BLAMES Salon Owner For 'Set Up,' Caught Violating Covid-19 Restrictions"
w0QSZR2ZhNc,CBSMornings,Earthquake strikes Tokyo as it braces for worst storm in decades
ZmB2w589a_o,DailyMail,Paul Connolly busts man who has been issuing fake ID cards - Daily Mail
xuqbx8tyW1Y,CBSMornings,China's social credit score bans some from travel
OghBvJYFCBo,BBCNews,Tillerson: North Korean leader didn't understand diplomatic language - BBC News
7atrY-bgjfQ,WashingtonPost,Children of White House press corps visit Trump in the Oval Office
Nk19eclngHE,Forbes,How MetLife Gets Consumers Thinking About Insurance | Forbes
8jWnuvrPgu4,CNN,See troubling discoveries inside Chernobyl after Russians fled
o7YMHFI8soQ,Forbes,Beware! Overvalued Stock Market: What You Need To Know - Steve Forbes | What's Ahead | Forbes
vB6ciJOuhGk,DailyMail,'Soho Karen' hits out at cops during DUI arrest MONTHS before NYC incident - DailyMail TV
OZ1J6lPYTpI,C-SPAN,The Presidency: 1967 President Johnson Vietnam War press conference
gR6VLxGpyYM,USAToday,Teens making money on YouNow
q0lBT485jKc,CBS,"Killing Bin Laden: The President's Story, Part 2"
RmZ_92v9D_E,CBSMornings,"Donna Tartt: ""I've tried to write faster and I don't really enjoy it"""
Yl9q7uD6q3g,BloombergTelevision,Donald Trump Defeats Hillary Clinton in North Carolina
lQ_5kiPl0Nc,WashingtonPost,This is what itâs like to be a sanitation worker during the coronavirus outbreak
FI6t7ie3oiM,ABC7,Police chase: Driver hits speeds of 110 mph in pursuit from San Fernando Valley to Agua Dulce | ABC7
CXzEhBrIWWY,FoxBusiness,Mike Huckabee: There's a 'spiritual war' in the world
2gl4i7K6gpQ,CNN,'Big Bang Theory' star on Roseanne's tweets: Why? How?
-Tmp6Y_vebA,FoxBusiness,Steve Jones reflects on his days with the Sex Pistols
EkC8nPSZLTo,DailyMail,Distraught dog tries to rescue favourite toy from washing machine
SjQfEt124lY,DailyMail,Emotional moment son surprises dad on his final radio call as a police officer
_otkvUDa1GM,MassLive,"Kyrie Irving, Terry Rozier play 1-on-1 at Boston Celtics practice (part 2)"
s2VUpetPTLY,TheEpochTimes,Itâs time to ask Fauci the real questions that deserve real answers | CLIP | Truth Over News
OyFMHYyuFX4,MassLive,Blake Griffin Or Russell Westbrook For Boston Celtics?
ehXdsxRlMuE,FoxBusiness,Yeonmi Park on classroom wokeness: It's a madness
_cYGUuai9KQ,News5Cleveland,Sandusky police officer uses dog leash as tourniquet to save boy's life after accidental shooting
Nr1lLVNBtl4,NYPost,"PA Gov. Tom Wolf: ""3 Million, Millions, of Mail-in Ballots that Are Being Counted"""
qQHNGKhzCqc,NewsNation,Idaho Murder Mystery Special Report: Full Episode | NewsNation Prime
V2DPRmgbTL8,C-SPAN,FBI Director James Comey Full Opening Statement (C-SPAN)
9pmFSn9H0Rc,USAToday,Koala Leaps Into Car. Scares Man And His Dog | Animalkind
q_2XlnQKuEI,Forbes,New Billionaire Daniel Dines Is Boss Of The Bots | Forbes
BYJ5ypwgCVk,MassLive,"Springfield Thunderbirds ""The Future"" Episode 1"
qlKx8uc_ppU,Vox,Why is everything getting so expensive?
-DlHfOTYNBg,FoxNews,"600,000 ballots still uncounted in Arizona"
hVUo36rhXV8,Forbes,This Is The 'Hard Unavoidable Truth' About The Ukraine War | What's Ahead
aWeiLgDr3II,LATimes,"Emmys 2017: John Oliver Hopes Trump Is Not Watching The Emmys, But Working| Los Angeles Times"
CiI3dMs8pEA,News5Cleveland,Rocky River auxiliary police officer fired for making illegal traffic stops
98QfWKRoJlw,NewsWeek,What Is Shingles?
c6pgR4yEYVE,BusinessInsider,Why Sea Sponges Are So Expensive | So Expensive
sP9zgKo0O68,DailyMail,Take a tour around 1930s art deco time capsule house
vn2cmCtdhm4,C-SPAN,C-SPAN Cities Tour - Bakersfield: History of the Kern County Oil Industry
eESKGPqa-B4,USAToday,A Dad Uses Fire Truck For Surprise Military Homecoming | Militarykind
b27ffCaeEmc,BusinessInsider,"Inside the exclusive multimillion-dollar San Francisco street that a couple bought for $90,000"
LQ4Ru26UpBQ,FoxNews,Hannity: Mark my words today's 'political stunt' will backfire on Democrats
KifgwQwq6CA,DailyMail,Moment owner rescues stolen dogs by flipping thieves' van
e8FpmkrHIK8,Politico,Dems offer no reassurance on Obamacare- Candy Crowley on 'Turn the Table'
pn9KpHOZ-_A,LATimes,"3 dead, 9 injured in shooting during party at Long Beach home"
_1utBGvW5rM,BusinessInsider,Why Agarwood Is So Expensive | So Expensive
c58ynM3Yffs,TheHill,Biden To CANCEL $39 BILLION Of Student Debt For 800K Borrowers; IGNORING SCOTUS?!: Rising
Co0DUptTZU0,Forbes,Testing Universal Basic Income Across The U.S.
dLQiIhrutmA,WSJ,Russia Is Using a Secret Network to Steal Ukrainian Grain | WSJ
zJObR8TqBIM,BBCNews,Dementia: A month in the life (FULL documentary) - BBC News
EXktSHg6Z9c,C-SPAN,FBI Director responds to President Trump tweet (C-SPAN)
djGQhjrR9MM,C-SPAN,Word for Word: Rep. Elijah Cummings (D-MD) on Voting Rights (C-SPAN)
5wk4KpKb3J0,FoxBusiness,Biden says Republicans having a 'mini revolution'
MiTfx4bECDA,Forbes,Peter Thiel and Reid Hoffman Discuss PayPal and Startup Success
-lkAoL8trwc,WashingtonPost,These female leaders didn't cover their heads in Saudi Arabia
O3zG9MiwdQQ,TheHill,"Kamala Harris says Trump call with Georgia Secretary of State a ""BOLD ABUSE OF POWER"""
oEkhW8m7rdo,BusinessInsider,How The States Voted In Every Presidential Election
IoAENZxxgds,USAToday,Colbert gives a huge gift to South Carolina students
ESzdLQCNIwY,Politico,The best Christmas gift in 2020: A coronavirus vaccine
r7zbdNtVfUo,NewsWeek,What Does It Mean To Be 'Red Pilledâ?
eTu9kgsZoV0,CBS,"""60 Minutes"" Presents: 21st Century Cons"
Yro25JUuKUo,ABCNews,Rapper 21 Savage fears deportation after ICE arrest
GUXdEMQ0MX4,EastIdahoNews,A Feel Good Friday surprise for a deputy who helped a stuck cat inside a car at Walmart
WPc3oz2CP00,TIME,More Evacuations In Hawaii As Fastest Lava Flows Yet Threaten To Cut Off Escape Routes | TIME
y41GQkCJ2nY,NYPost,Tom Cotton Warns: Dems Using DACA to Slip Amnesty into Budget
-PA3bx_G7sY,BloombergTelevision,Bloomberg Markets Full Show (09/05/2022) Part 2
DRwnXUbJdfg,TIME,John Lewis: The Selma To Montgomery Marches | MLK | TIME
9Xvu0QQ9VXM,LATimes,"AtÂ least 23 dead, scores injured after Mexico City Metro overpass collapses"
OaI2zBZredE,MassLive,Worcester's Kelley Square Lofts are bringing 48 high-end units to the Canal District
Zlh11r4JW1U,Politico,Midterm elections heat back up | Inside the Forecast
lnEbH1aDgak,CNN,North Korea's message to US: Choose your Christmas present
M28cg08AljQ,TheEpochTimes,"Recap of Midterm Elections; Republicans Take Narrow Gains, Likely the House | Trailer | Crossroads"
6_Mm0ahMitc,CBS,"Trump on coronavirus: ""We will win this war sooner than people think"""
gsefnhTK5lc,CNN,Watch the moment Mark Zuckerberg got into Harvard
RiwemGUZZEE,C-SPAN,"Secretary Clinton ""Going on the Sunday shows is not my favorite thing to do."""
kezbZkTJ_C8,Politico,Bloomberg kicks off debate: Russia wants Bernie to win
-avt934wAZg,WSJ,Could FTXâs Bankruptcy Filing Signal a Long Crypto Winter? | WSJ Tech News Briefing
y6EokFCASTo,LATimes,Crowd marks Michael Jackson's death at Motown Museum in Detroit
2m55zo85IvA,FoxNews,"Gutfeld: Guns are in the Constitution, abortion is not"
d1r201_J8xs,CBS,Person to Person classic: JFK and Jacqueline
9E22UbPm8pE,BloombergTelevision,Trump Poses Outside Church After Protesters Dispersed
koh5BRu08e0,TheEpochTimes,Chinese Citizens Seeing Past the Chinese Regimeâs Propaganda | CCP Virus | COVID-19 | Coronavirus
9mPRGysULHU,News5Cleveland,RARE: Mono Mono Twins Born Holding Hands
R4UTKcIdiMs,BloombergTelevision,Former Lehman CFO Brad Hintz Talks 10 Years Since the Financial Crisis
I3-9WijxD8s,FoxNews,House Democrat shares why he's against impeaching Trump
7BRNChP_4po,FoxNews,Gutfeld: What's next for CNN?
nZssmjR4DU4,Reuters,'Sausage making not pretty' - WH on infrastructure plan
Udd70l10r58,TheEpochTimes,Pompeo: US Wants 'Untrusted' Chinese Apps Removed From US App Stores | Epoch News
kbZCq1pGa2o,C-SPAN,Q&A: Students from the Washington Center
QnryDUbgVCo,TheEconomist,Rugby World Cup: why size matters
vtfhGAkcL7c,TheEpochTimes,Tulsi Gabbard Quits Democratic Party; Social Issues Impacting Voters | Trailer | Capitol Report
AVtDNhIbrz0,CBS,Lawmakers discuss UFO sightings and reports during congressional hearing | full video
xB3h4dm4oII,Reuters,"Beirut explosion kills at least 10, say security sources"
6BkrprM9VcQ,Reuters,Denmark's Christian Eriksen rushed to hospital after collapsing in Euro 2020 match
HFhaG2RE84w,TheEpochTimes,Russian Invasion Prompts Military Spending Boosts | China in Focus | Trailer
uKNGY71KOWs,NYPost,Biden Looks Confused About How to Get Off Stage
A8zNrg-xw-0,MassLive,Rene Rancourt sings national anthem before Springfield Thunderbirds game
CUgYOcJ9K6M,CNN,âKarma is a cruel thingâ: Zelensky adviser on blasts in Russia
8QqLpD6T440,TIME,President Trump Skipping Baseball's First Pitch Tradition Vs. Past Presidents' Pitches | TIME
pipA5zo0jfk,BloombergTelevision,"Eisman of `Big Short' Says He's Long GM, Short Tesla"
bYhkdn6qBU0,NYPost,"Joe Biden: The People Have ""Delivered Us a Clear, Convincing Victory"""
VL614J7BnPA,TheEpochTimes,Kashâs Corner: Durhamâs Single Biggest Miss; Hunter Bidenâs Pretrial Diversion Explained | TEASER
BPHDXci46eU,USAToday,"First-Ever Photo Of A Black Hole, Explained | USA TODAY"
SvhH5KH4TkY,USAToday,Students amazed to see real soldier walking the halls
YxvuA03rmsU,TheWeatherChannel,Creek Survival Tips- Cooking with Creek Rattlesnake
Ryxa5hvVqyM,BloombergTelevision,"NYC to Shut Businesses, Schools in Parts of Brooklyn, Queens"
hfqIZDUN_C0,LATimes,"Rain, pine tar and wood bats"
blRQDhuwlBo,BloombergTelevision,Looking for Clues From Fed | Bloomberg Surveillance 07/05/23
J9h-JKHgtO4,Forbes,The Mysterious Death Of Forbes Under 30 African Entrepreneur Christian Kazadi | Forbes
ySMQvPOIROc,MassLive,Police investigating dead body on Front Street Holyoke
y3ThTbaOW0E,Reuters,Trump calls off coronavirus relief bill talks
7CGQv8IDAWw,TIME,President Trump Says Finland 'Rakes' Its Forests As Routines For Wildfire Management | TIME
yQTkoCz9KT8,Reuters,Fauci loses patience and tells senator: 'you're not listening'
8ksSo08QjnI,Forbes,Tinx Responds To Kim Kardashian And Trump Controversies | Forbes
lqcK8orezyc,Politico,Marco Rubio's moment
f-_6jxTcogM,TIME,Camels For Cash: India's Fleeting Camel Trade | TIME
wFcn2kSXKPY,DailyMail,Carer drags autistic man out of bed and calls him a 'lazy a***hole'
bl7IqyEyqhY,WSJ,Starship Explosion Video: Watch Elon Musk's Rocket Explode After Launch | WSJ
fkUfxbtej4I,Politico,"'We have to be bolder, faster and tougher': Rep. Jim Cooper on U.S. Space Force"
9I0EGHwGQ6w,Politico,Driving the Day: Christie one email from disaster
QyF9xfQ_BTE,MassLive,"Isaiah Thomas calls it ""BS"" that Boston Celtics' Brad Stevens isnt Coach of the Year candidate"
SE3GY32XkzQ,FoxNews,Hannity: Biden Inc. has been exposed
Vx75DMtG0os,BBCNews,Russian shelling causes huge chemical fire in Ukrainian city of Severodonetsk - BBC News
cnrSa18-onc,Vox,"Save the salamanders, unsung heroes of the forest"
oOlW9Q95b7A,ForbesBreakingNews,'Why Won't You Answer?': Ron Johnson Grills FBI's Christopher Wray Over Michael Sussmann Indictment
ogyZ8EVNaCA,BusinessInsider,This electric car just broke an insane speed record on the infamous NÃ¼rburgring track
u7J_-ghmtes,FoxNews,"Activists erupt at AOC, call her a coward"
MpuFTFl9wss,Forbes,4 Ways To Create Steady Retirement Income | Retirement Tips | Forbes
wAAMBQOpyWg,FoxNews,FAA restricts Fox drone after showing images of migrant surge
Rhmcv5P-V1Y,Politico,White House announces student loan payment freeze extension
5eghzj9jlQg,USAToday,54-year-old man breaks world record for pull-ups
Ju1oedAzeK8,TheHill,"Hill Reporter: GOP PANICS As Bottom Falls Out, Putting Even Red States In Play"
J2retN4TEA0,WSJ,"The Great Resignation, Explained in One Chart | WSJ"
YFXe0h5EeuY,Reuters,Kim 'sorry' for COVID shooting of South Korean man
hWEb0lZn-3c,WashingtonTimes,"Biking The Battleground: Pipestone, Minnesotans Puzzled, Peeved at COVID-19 Crackdowns"
5wkq32hEOGU,CBSMornings,Government shutdown that began over border security now a petty political battle
DYGZesgFSHw,LATimes,Who is Paul Manafort? | Los Angeles Times
AADW4Oy4LJI,FoxBusiness,Whistleblower warns US is the 'middleman' in a child trafficking operation
71viRng-k8g,Reuters,"Fourth COVID-19 vaccine dose boosts antibodies five-fold, Israeli study finds"
ssJ8YPGOZ28,MassLive,Devin McCourty suggests talking like Bill Belichick will impress your wife
KaLji1_stDk,BloombergTelevision,Soros Warns âCivilization May Not Surviveâ Putinâs War (Full Speech)
HrXm1uH8G5I,WSJ,Oklahoma Tornado Disaster: As It Happened
_ur-CFl0sXY,TheHill,Donald Trump visits NYPD on 9/11 anniversery
d5k4kKqhQKI,Politico,"One tragic week sets off America's gun control debate, again"
YHKFK6_pepo,Vox,The naked lady that changed the rules of art
6tlDIUcrQK8,ABCNews,"Patrick Dempsey on Life After 'Grey's Anatomy,' Still Being 'McDreamy'"
bFqbVqBV6hM,DailyMail,'In my feelings' challenge FAIL compilation
fIB_35Ctr74,WashingtonPost,What you need to know about George Conwayâs criticism of Trump
Gh2Seq2cBDM,BloombergTelevision,`Low Visibility' at Time of Bryant Crash: LA Sheriff
jZYDfRFNr1Q,BloombergTelevision,Rep. Maloney Says Trump Can't Be Trusted With Nuclear Codes
7VyEqSO1KY0,WashingtonPost,How the Trump family is trying to deflect their many investigations
FhUwT-PFovU,Politico,The frontrunners in the New York mayorâs race
T6MJU5_uTRo,CBS,"Biden introduces his choice for defense secretary, Lloyd Austin"
_8Kmpk1RHY8,ABC7,RAW VIDEO: Santa Ana McDonald's manager attacked by woman over ketchup | ABC7
HUl2ye6sPG8,DailyMail,Terrifying new footage emerges of 1996 Manchester IRA bomb - Daily Mail
0nT2nEK0cw0,BloombergTelevision,Chinaâs Space Exploration Ambitions
nj4TKDggoUw,FoxNews,Biden pushes 'electric tank' in desperate attempt to win over young voters: Lara Trump
HGn95I24nsI,FoxBusiness,California 'bleeding red ink' as Newsom eyes White House
