Unnamed: 0,video_id,channel_name,video_title
1520,KmJLeeOYe0U,Pew,'Heroic Conservatism': A Conversation with Author Michael Gerson
11370,_LIlH4jBKyQ,LibraryofCongress,Islam: Facts & Fictions
8457,B0s5lERdz18,FOX5NewYork,Vybz Kartel has 'life-threatening' illness; remains in prison
5362,qrAZVnpKFfM,KETV,Mom Uses Public Humiliation For Punishment
3239,UCUSmJurqrU,Denver7,Man wrongly accused of rape speaks out one year later
9334,OLXZoZCTsnA,WCPO-Cincinnati,SUMMER WEATHER: Nudist Resort in Cincinnati's Backyard Helps Locals Keep Cool
10073,qCvbfVjTHFM,Kiplinger,3 Cars That Refuse to Die
1599,Buc_n5POpnY,CountryLiving,The Real Reason Why Dolly Parton Never Had Children | Country Living
9799,z5vf5_rnMtQ,WFSB-Hartford,VIDEO: Landlord reflects after eviction moratorium leaves him out thousands of dollars
3394,01_NSoN3pug,WTHR-Indianapolis,Mike Sewell cold case solved after 51 years
10305,zVvt50xdvNs,FOX11LosAngeles,Jay Leno's doctor gives update on his condition
5636,51CjhAHlgNU,WCAX-Burlington,The flooding from above: A birdâs-eye view of damage in Winooski River Valley
9203,f8FPE-W29Ew,KSTP5TwinCities,Flashback Friday: Sinking of Edmund Fitzgerald occurred 44 years ago
6099,qpsBa1viI8c,WDIV-ClickOnDetroit,âIâm the sheriff. Who are you?â: Oakland County Sheriff pulls over man posing as a cop
15061,Z6NfsJjAb1w,ABC7NY,Kobe Bryant crash: All 9 bodies recovered from Calabasas helicopter crash site
2274,KBjv9V1eEh4,VoiceofAmerica,Pope Francis Breaks Free From Womanâs Clutch
5504,ipiewC3QP-k,BigThink,"Is there life after death? | Sam Harris, Bill Nye, Michio Kaku, & more | Big Think"
5756,l8Rg6Ecm1a4,SunSentinel,"Sun Sentinel Editorial Board endorsement interview for Lauderdale Lakes, Seat 2"
7835,pvzFi5WcE9Y,HowStuffWorks,Stuff They Don't Want You To Know - Project Blue Beam
3517,D1YbH2lCRwY,9NEWS,CA person dies hours after receiving COVID-19 vaccine
9066,9voZnLhXFL4,ABC7Chicago,Judge scolds Jussie Smollett at sentencing | Full Video
5210,ttxOfz4ShA8,KHOU11Houston,Bodycam of two HPD officers shot with gun rigged with auto-switch
7005,Z7oG74nHSTQ,C-SPAN,Hasan Minhaj COMPLETE REMARKS at 2017 White House Correspondents' Dinner (C-SPAN)
9060,qats97lLiOE,ABC7Chicago,Chicago exploring creation of city-owned grocery store for food deserts
14423,9Xxk9wbYbvs,NewsNation,Poison Control issues warning about COVID-19 rapid antigen tests | Rush Hour
7595,zotoTKJ3ivE,ABC7LA,Steve from 'Blue's Clues' delivers a heartwarming message on Twitter - FULL VIDEO
12634,DrrpMqusaN0,MadisonNews,"Why farmers are being told to dump milk, even with some store shelves empty"
5623,0zZBvQk31i0,WCAX-Burlington,Jeffersonville residents evacuate as flood water come pouring in
1377,4zdMH2Qmobk,HarvardBusinessReview,Understanding the Venture Capital Gender Gap | HBR IdeaCast
15358,LCLF34MCPjE,ConsumerReports,Best Mail Order Steaks | Consumer Reports
487,7i3QCvNaqs8,ArsTechnica,Astronaut Chris Hadfield Breaks Down His 'Space Oddity' Video | Ars Technica
9339,u3go-JovCaY,WCPO-Cincinnati,Woman tried to stop boy from falling into gorilla enclosure
1853,PoUEhd_7qWU,Gallup,The Great Reshuffle & Actions Leaders Can Take - Gallup
8439,6hedowBZ5KU,FOX5NewYork,'The Wonder Years' stars reunited
5219,mTJRy8DLQxI,KHOU11Houston,'I canât get the sound of her screams out of my head' | SUV seen on video chasing woman through Pasa
8171,kRS7IBqSo3E,FOX35Orlando,"Mud washes out from construction site, stranding Florida drivers"
4972,EuY_oOlN6Wo,FOX5Atlanta,South Korean woman found dead in trunk of car
12893,kTozRxkDsUo,KARE11,RAW: Semi truck drives into George Floyd protesters on I-35W in Minneapolis
12495,wf91rEGw88Q,Investopedia,Investopedia Video: Compound Interest Explained
2139,YAwVrP0tNls,WGAL-Lancaster,Are horseshoe crabs dangerous?
10288,NZJKUZ6sylg,FOX11LosAngeles,Video shows man attacking female CSUN student he followed to campus
4284,HJgOSRs-njc,WFLA-TampaBay,How Do The Bucs Get Their Weather?
2782,7sOT36CmUbk,KnowYourMeme,Know Your Meme: Boxxy
5864,eI50lJUl-WU,WSAZ,Lawrence County Land Bank begins demolition of 19 condemned buildings
874,JJW31l8xtZk,KCRG-TV9,Iowa Division of Criminal Investigation criminalist testifies in Henry Dinkins trial
12516,QO2uSjMEcfo,Investopedia,Explaining The Naked Call
1123,mtMf4sq5HO4,COURTTV,TX v. Amber Guyger (2019): Sentencing
1125,Ij4hpSpY2qk,COURTTV,YouTube Mom Ruby Franke Arrested for Child Abuse
6534,rjoQpyVc4hI,FOX2Detroit,Family sues after girl suffers severe burns at school
9197,3KrWhd52J6s,KSTP5TwinCities,"Water Tower Wednesday: Brainerd, Minnesota"
9455,CxKJWpwtbBQ,Militarycom,"VJ Day, Rare Color Footage | General Interest"
3396,DCXiEe3-s5s,WTHR-Indianapolis,Paul George traded to Thunder
7288,Vl-srH6FlPI,Ballotpedia,"An Update on the Supreme Court of the United States, 2022"
6653,mbkkWKFxuWU,MassLive,Inside former New England Patriots tight end Aaron Hernandez's mansion
6001,MARJedHzySc,WXYZ-Detroit,Frank Ragnow cannot remember this much buzz before a Lions game
15063,eGGnhcjMhlU,ABC7NY,"'A Haunting in Venice' is a mix of mystery, murder, and horror"
9706,jzeZWB-_Wv8,MarketBeat,Delta Earnings Signal Pivot For Economy?
1113,qGLHDqcV-Pg,COURTTV,WI v. Jeffrey Dahmer (1992): Victim Tracy Edwards Testifies
8811,vSl2_FJL3ag,WYFF-Greenville,Watch reporter go face-first into giant snowman
11060,XdHW8_1Svc4,WLWT-Cincinnati,Flight 1549 Cockpit Audio
2901,XVx8OGxLreE,HowToGeek,Telegram Login with QR Code Scanning |  Telegram Login on Laptop/PC
4970,dxiT2rcicBM,FOX5Atlanta,Probe launched into comments by Seattle officers | FOX 5 News
6231,vTe6M2C612Y,ABC15Arizona,Fight erupts on flight in Mesa over man's refusal to wear mask
13863,iaJMsNfYcs4,WHIO,Man recounts helping children after deadly bus crash in Clark Co. | WHIO-TV
10193,gnnIW5Y4QxE,News5Cleveland,Amanda Berry describes raising her daughter in captivity
10409,dZYyDBaJ1YY,CBSPhilly,Weather impacts Sunflower Festival at Dalton Farms
14557,SFIudEpsNAM,WCVB-Boston,These high tides along Mass. coast are the ones to watch
9194,jU6eY36_Hgs,KSTP5TwinCities,Bird Week: International Owl Center in Houston
5626,iQ0X5vN_Hn4,WCAX-Burlington,VTSU says fall enrollment numbers meet goal
10797,y9HiJVBA0CE,WGNNews,WGN Morning News Bridge Fail
6876,JvzESeD7eUU,AtlasObscura,Real Colonial American Food with Michael Twitty | Gastro Obscura
1131,Tll7_1R5Wk0,COURTTV,"""Mirror Image"" Someone They Knew with Tamron Hall"
5356,XV5mLj2-K-0,KETV,Dying Mom Gets Wish
8795,4R7bQVUI9WE,WYFF-Greenville,Soldier's homecoming surprises daughter
9912,xxFFj0AtJ4U,FOX5WashingtonDC,"Zac Efron, Zendaya and Hugh Jackman interview - THE GREATEST SHOWMAN"
2025,8qOdeeaOLi0,ZDNET,How to clear your Android phone's cache
13126,reJ2iWBa9RM,FOX10Phoenix,Footage shows moments leading up to drowning in Tempe Town Lake
9928,w_TKZ4AgrPc,FOX5WashingtonDC,"Straight Outta Compton Interviews - Cube, F. Gary Gray, Hawkins, Mitchell, O'Shea Jackson Jr."
12770,bOtH_wdan_w,WISN12News,Did a snowplow mistake contribute to the disaster?
1127,VKP2cx1We64,COURTTV,Sarah Boone's Sixth Attorney Wants Out | Suitcase Murder Trial
13434,emLZVNGRNLs,WestVirginiaPublicBroadcasting,Jay: A Rockefeller's Journey
11270,W8O_cMXr4gQ,DesMoinesRegister,WHO-HD: Kids and families react to a wave from Kinnick's crowds
4036,CEgSw_krL8Y,News4JAX,Man collapses in court hearing from victim's mom
12499,PiXrLGMZr1g,Investopedia,Investopedia Video: Efficient Froniter
9804,_USLMiW5aLE,WFSB-Hartford,Twenty Towns in 20 Days
12270,kpMf03JCCQM,NEWS9OklahomaCity,Highway Patrol Releases Name Of Suspect In Turner Turnpike Shootout
7334,K_qStxUK8CY,KSAT12Texas,University Hospital trauma team recounts what they saw treating victims after Uvalde elementary ...
14425,p9Z5Ws1HMKc,NewsNation,Former friend of Bryan Kohberger 'in complete shock' | Rush Hour
13653,GS8lF_ZY9uM,FOX6NewsMilwaukee,"Lake Michigan waterspouts, people along shore capture sight | FOX6 News Milwaukee"
7318,Z8BOlFb5Mlg,KSAT12Texas,"Judge throws book at 4-time DWI convict, son of prominent local jeweler"
3773,dVoTIT365AY,WashingtonTopNews,"Ghost Roads 2017: Abandoned highways in Md., Va."
2649,-W07w4rLtHs,FOX4Dallas-FortWorth,Teen in McKinney PD video speaks out
6667,YLqPyNgybBo,MassLive,"Logan Ryan: ""I basically untied my cleats"" when Brady took the field in OT (Patriots Super Bowl)"
8301,zcMIYhVWTkw,TechSpot,Dell XPS 13 (Late 2015) Review
13452,Iuf1Z8-Fl3M,WestVirginiaPublicBroadcasting,Paranormal Activity in West Virginia
5989,YSWdZEhJicw,WXYZ-Detroit,Mitchelle Blair outbursts in court
12511,1u771-5fVCc,Investopedia,Adam Smith: Father of Modern Economics
4151,Vo7mIXO3ajE,PIX11News,Russia attacks urban areas in Ukraine
7279,FUn5VJBaLQQ,Ballotpedia,2020 Elections Review
7591,1ECsYCd8Ttw,ABC7LA,Body cam video shows officers fatally shoot armed man holding baby hostage in Phoenix | ABC7
7594,dJDUeH99VoY,ABC7LA,RAW VIDEO: Slow-speed chase suspect in custody after standoff with LA County deputies | ABC7
10542,Qwu0LUDsb_0,WFMZ-Allentown,69 News morning NETCAST for 8/17/23
14426,ukbQY5H-Ow0,NewsNation,American volunteering to fight in Ukraine | Morning in America
14290,1ZvqQC1kMlg,WKYC-Cleveland,Cleveland weather forecast: Cooler weather to start your weekend
7019,a-poqjet5mY,C-SPAN,Rep. Ted Lieu plays recording of Candace Owens statement on Adolf Hitler (C-SPAN)
9920,sYNA96VZ5nk,FOX5WashingtonDC,Virginia state trooper off force after traffic stop viral video | FOX 5 DC
373,laMbHsoUkzw,MLiveMediaGroup,MLive Sales   Melissa Ciraiz
6657,BxO4m6D6kY0,MassLive,Tom Brady makes surprise speech during Kevin Faulk's Hall of Fame induction
9906,8niClSc0YuY,FOX5WashingtonDC,Bigfoot spotted in Virginia? | FOX 5 DC
6237,Vx0fEpkbQJE,ABC15Arizona,Lost dog found after 65 days in desert
3398,byZ0rGz1ofg,WTHR-Indianapolis,RAW: Mike Pence booed at start of NRA Conference speech in Indianapolis
15079,R6Ra0grCK7U,ABC7NY,Laundrie neighbor says she saw Brian after his return
14840,wsBzadyNWRY,KSDKNewsMO,"Video shows tornado in Edwardsville, Illinois"
5876,pd73b8Ugp_I,WSAZ,Honoring a Hero | Remembering WVSP Sgt. Cory Maynard
12133,a1HT51zO7UY,KGWNews,Sharing a love of the Oregon outdoors on the scenic Saddle Mountain Trail | Grant's Getaways
5087,-71Gn5Sdyn8,KING5Seattle,"Big Game: Fans show out for the ""Fish Bowl"" of Gig Harbor vs. Peninsula"
13875,At88pjt6cBQ,WHIO,"2 men wanted in robbery, assault of jewelry store worker"
13129,CKoLpXYdk_E,FOX10Phoenix,Meth disguised as onions in California drug bust
10808,OElLK8Au8Rw,WGNNews,"""Losing Our Religion"""
9331,nNwbXq12xHg,WCPO-Cincinnati,'Black Money' scam in the Tri-State
14412,ZuhOgXkowro,NewsNation,Elite Canadian sniper joins Ukraine in battle against Russia | NewsNation Prime
5988,l8EMCiDqC1o,WXYZ-Detroit,Angry judge erupts during sentencing of convicted murderer
1840,2-UjtG688y8,Gallup,How Gallupâs Q12 Survey Drives Organizational Performance
13664,eRDMU08M30Y,FOX6NewsMilwaukee,Queen Elizabeth's death; former FOX6 employee in London describes reaction | FOX6 News Milwaukee
8597,vtNwX5oU5uE,AssociatedPress,Raw Video: Crash Landing at German Air Show
1133,TB3-eT45e8k,COURTTV,Breasia Terrell's Mom Testifies in Sleepover Murder Trial
2031,wg1HMKr72ug,ZDNET,How to connect a second Thunderbolt monitor to your M1 Mac Mini
14075,E4yniT_XWaQ,WKMGNews6ClickOrlando,Orlando names part of Kirkman Road after fallen police officer Kevin Valencia
19,iGz51uzdQNc,MilitaryTimes,Pentagon releases military footage of UFOs
10805,69a2yP_8KJw,WGNNews,Around Town - Entre Horizontes: Art and Activism Between Chicago and Puerto Rico
2915,xq51ccLNwcI,HowToGeek,How to See Your Netflix Email and Password !
9913,KvBtz7zX5vQ,FOX5WashingtonDC,Researchers advise against wearing socks to bed
1592,j5XaOLeMi38,CountryLiving,Chip and Joanna Gaines Reveal How They Balance Marriage With Working Together | Country Living
4504,0oydaFF1kXI,KPRC2Click2Houston,Sex act in street: Man and woman caught on camera
2146,rYUiI_2qOFA,WGAL-Lancaster,"1 Man, 1 Chevy Suburban â 500,000 miles"
7468,xMhgt1oam0o,Benzinga,Learn To Master Options Feat. MASI Trades | A Trader's Journey Episode 12
1899,-sqRecC7EbA,WFAA-Dallas,"Finally going home, foster boys surprised in adoption ceremony"
1510,jFG4imtvETk,Pew,State of the News Media 2013: The Media and The Campaign
5750,n4Pp_x8V44w,SunSentinel,Miami Dolphins' Zach Thomas dances to Soulja Boy
1378,tnZpBQQv3dg,HarvardBusinessReview,Brain Wearables Will Know When Workers Are Losing Focus
2646,NMBz8k1MisM,FOX4Dallas-FortWorth,Police seek info in murder of security guard 3 years later
8180,Koz30oRGwKQ,FOX35Orlando,Disney World brawl: Fight at Magic Kingdom in Florida caught on video
3792,abebN_kVHuk,WashingtonTopNews,Kings Dominion Lays Claim to World's Longest Coaster
977,RWO9Ll6IldM,ForeignPolicy,The Crazy Economics of Book Publishing | Ones and Tooze Ep. 47 | An FP Podcast
2921,7GFgXqyX-TU,HowToGeek,How to Login to Genshin Impact
15322,RLz9i70yrfI,PRNewswire,PR Newswire launch India News Distribution Portal (part 1)
4964,qIqsBn9sGkM,FOX5Atlanta,New video in shooting of 'Yung Mazi' at Buckhead Waffle House
1706,8uZsvwpkaD8,TheOregonian,"A woman, her dogs and her horse find missing toddler in the woods"
11501,ZPO2d3PZCI8,KCRA3,Folsom teacher makes racially-charged comments in class
14706,rmvaZF-RPCo,CincinnatiEnquirer,Former Cincinnati Bearcats football quarterback Desmond Ridder experiences 2022 NFL Draft
8163,VmSMHFff-x0,FOX35Orlando,"Bodycam video of controversial arrest in Florida - ""Sue me,"" sheriff says in response"
12626,RVqTHaMqNXM,MadisonNews,Wisconsin lawmakers vote on redistricting bill
1854,A0cJHRmmJGQ,Gallup,The Great Resignation: A Conversation between Jon Clifton and CEO of Axios
9563,TXPg3M2vMtQ,KSLNews,Great Salt Lake drying up as plans to punch hole through causeway are delayed
1516,dUavUTeQxdc,Pew,Pew Research Center: Faith and the 2020 Elections
9709,GhROLNqBjh8,MarketBeat,Kroger Stock Signals New Highs in 2023
14835,cYHGgZM0tQU,KSDKNewsMO,You can't walk to Tower Rock in the Mississippi River anymore
12903,UGFq9OJRavY,KARE11,Moving UPS truck looted during Minneapolis protests
13223,mNtR74k7oZ8,IndyStar,Indiana State Police use 'ghost truck'  to crack down on reckless and aggressive drivers
9507,Z9IjmyLKkxo,Justia,"Martinez OT Goal for the Win !!! Game 5, 2014 Stanley Cup"
13657,DQEWZvgzhpc,FOX6NewsMilwaukee,"FOX6 Investigators on Darrell Brooks, what we know | FOX6 News Milwaukee"
10057,k8zyBeKLmBA,Kiplinger,3 Ways to Retire Without a Mortgage
4859,a6-nASxKmMc,WMUR-TV,Raw Interview: Human trafficking victim details ordeal
5091,3bbOOYB6uIY,KING5Seattle,Bellevue Fire PIO calls bystanders who helped rescue plane crash victims 'heroes'
6000,ZALZK88vyb8,WXYZ-Detroit,"Sunshine Saturday, Showers Sunday"
4281,j6qeK68EWQI,WFLA-TampaBay,When can Florida take action against a contractor's license?
15326,uEGlE-9xq0M,PRNewswire,Meet the Media with Lucia Adams of The Times 25th October 2012
2140,6NJpIt-O3Jw,WGAL-Lancaster,Perry leads efforts to block McCarthy from becoming US House speaker
12765,lXog1DgzaPs,WISN12News,$115 million renovation begins on Waukesha County Courthouse
252,z3CnR7L1WYU,1010WINS,Hollywood medium Tyler Henry speaks with 1010 WINS
10069,ZthcsHoYH-o,Kiplinger,3 States Where You Will Want to Retire Forever
14069,pqoxMebSOcI,WKMGNews6ClickOrlando,When should you start holiday shopping?
4636,-9LCNp498EI,FactCheck,Campaign Watch: Bernie Sanders
9703,Qwe7kyrtIzw,MarketBeat,Google Stock Concerned About AI? Should You Be Too?
3120,Soc8pWedkKg,Fox32Chicago,"Mom outraged after video captures son's killing, no charges filed: 'I need Kim Foxx to call me now'"
2914,8cyE582n1Bc,HowToGeek,How to Send Shein Cart to Someone !
9183,6t83hoWAvTs,KSTP5TwinCities,'Banking While Black': Police video shows how cashing a paycheck led to handcuffs
8807,M_vOftOeGsA,WYFF-Greenville,Woman caught on tape smashing windows out of SUV during repo
11053,3FJT2QU-xgM,WLWT-Cincinnati,Caught On Camera: Backdraft Explosion At Franklin Fire
10289,h61FoyBu9Es,FOX11LosAngeles,SMASH-AND-GRAB robbery at Newport Beach jewelry store
8605,VlOi2pXrcX8,AssociatedPress,Raw Video: Batman Pulled Over
9696,mKWPHgTj760,MarketBeat,Oracle Stock Has Room To Run Higher
8594,aE_2en_V_7g,AssociatedPress,U.S .Rep. Republican Lauren Boebert kicked out of a 'Beetlejuice' show in Denver
10297,qrh8Ra0W0-I,FOX11LosAngeles,VIDEO: Elderly store owner opens fire on would-be robber armed with rifle in Norco
5214,JeM6hyC05_Y,KHOU11Houston,Celebrating you! Birthdays and anniversaries: 9/15 at 10 p.m.
3504,M6ogItNMPMs,9NEWS,"He was licked by a mountain lion, and instead of getting scared, he was fascinated"
10936,ULXmBz3Ys00,WSB-Atlanta,"Cobb Co.  Kroger reportedly rat-infested, one employee allegedly quit after rat jumped on coworker"
1506,A4KIW4O8bYM,Pew,"Methods 101: What is machine learning, and how does it work?"
3259,Va4wN1c-7b8,Denver7,One On One: Martin Sheen Talks About Charlie Sheen
1582,okvtslm1x3w,CountryLiving,Stock Tank Pools Are Going to Be All the Rage This Summer | Country Living
13641,TjefGJb-sUc,FOX6NewsMilwaukee,Shots fired as group attempted to carjack Vietnam veteran on Memorial Day | FOX6 News Milwaukee
7014,HWVe1o_VlhM,C-SPAN,Senators ask about Jeffrey Epstein Death
11774,y8XIiCH3L_I,FOX13TampaBay,Behind the scenes of a brand new McDonald's
12627,iyMqtkoFjGI,MadisonNews,"Convoy of truckers opposed to COVID-19 restrictions passes through Wisconsin, greeted by supporters"
10809,0RQn9G7x7d4,WGNNews,Five Americans released in U.S.-Iran swap
1374,5hENFA3CJUY,HarvardBusinessReview,How Apple Is Organized for Innovation: The Functional Organization
11068,5gv9nD4CZj0,WLWT-Cincinnati,Clermont County father pleads not guilty to charges in deaths of 3 young sons
3240,krnKtxmqEmI,Denver7,Taxpayers foot bill to fight blind man in court
12505,iFAiYCMGZ_A,Investopedia,"""A 9 year bull market isn't necessarily normal"""
2257,GBFku8Bcjds,VoiceofAmerica,Captured Fugitive Moved From Barracks to Prison  | VOA News
12130,X0cLqIJGfQw,KGWNews,How different will Portland's government be in 2025? Here's what we know
10419,ImXee0Ifoeg,CBSPhilly,22-Year-Old South Jersey Youtuber Accused Of Orchestrating $1.5 Million Fraud Scheme
7023,-sz0KY-3PbQ,C-SPAN,Donald Trump on Muslims (C-SPAN)
131,7Z0SdVmUxtA,KTVUFOX2SanFrancisco,Man killed by homemade bomb was previously burned by pipe bomb
10299,ivVgIEXtv0o,FOX11LosAngeles,"Stolen vehicle suspect leads CHP on chase through OC, Riverside and San Bernardino counties"
8944,oUO624DDYv8,WANE15News,"Nelson Knapke of Bishop Luers on going viral for ""dawg"" interview with WANE-TV"
1708,9FvCW_nesXs,TheOregonian,Massive pro-Trump car caravan arrives in Portland after Clackamas mall rally
7476,SATqb8sRzI0,Benzinga,Best SPAC Stocks Rumors | SPACs Attack
5101,9Wq54dK0aBs,KING5Seattle,Library power: Trump protesters quieted at UW
613,g3BUxNf-TC0,AudacyMusic,Will BTS rest after their world tour?  NOPE!  Find out why!
12899,VoWMC_lXBFE,KARE11,"Craig provides bulletin board material, pumps up Mankato West for huge win"
6005,Fmn-JN3OWtY,WXYZ-Detroit,Victim sues rescuer
10652,H3AN7MCyOa4,HawaiiNewsNow,Imelda & Ferdinand: Exile in Hawaii Documentary
11640,x7lo3e6f6sQ,FOX8NewsCleveland,2 Years of Freedom: Michelle Knight sits down with Fox 8 on anniversary of rescue
7838,S0Nje1t0XhA,HowStuffWorks,3 Unsolved Mysteries That Have Been Solved | What the Stuff?!
9930,Q-ONdi4gObc,FOX5WashingtonDC,"AVENGERS INFINITY WAR interviews - Pratt, Brolin, Russo, Cheadle, Bautista, Saldana"
4507,D5G2beNoGO0,KPRC2Click2Houston,Soldiers verbally attacked inside store
8926,BScrP-lW60E,WANE15News,Harry Baals
4408,ovFtubUTJAQ,WESH-Orlando,Bodycam video shows police fight with suspect
4621,ohEX3YQquvs,FactCheck,Trumpâs Spin on âBrokenâ Testing
8804,Gx8kutEqdS0,WYFF-Greenville,Why the south is a foodie destination
6225,ILGILKf-KhI,ABC15Arizona,Latest headlines: DACA declared unlawful again and tackling the homelessness crisis
13227,tVdUHJY5DTU,IndyStar,Young Indiana killer sentenced as an adult has been freed
11066,36J-fxb04yA,WLWT-Cincinnati,Cincinnati convicts broadcast prison yard pizza party live to Facebook group
14299,FQI5mVQXPaY,WKYC-Cleveland,Son pushes for cameras after mother's nursing home abuse
10286,4xdrjxkwSfg,FOX11LosAngeles,"WATCH: Good Samaritan tackles suspect who attacked, robbed elderly man in Hollywood"
4410,XhiochVwnIE,WESH-Orlando,"Man fined $5,000 by HOA for trees that are too short"
7284,2NFwtAoHftI,Ballotpedia,2020 ballot measures
7832,SiFIgSQOY7g,HowStuffWorks,How to Install RAM to a Desktop Computer
4515,G3f0Cs74Txo,KPRC2Click2Houston,Woman's warning about tissue on car
13667,tKeBaiHPFPc,FOX6NewsMilwaukee,Highland Park police give an update on parade gunman | FOX6 News Milwaukee
6002,nW7ZSj32tWY,WXYZ-Detroit,Bank robber shot by customer
15206,nCIb_zotW_k,incMagazine,âNoâ Doesnât Always Mean You Canât: Rent the Runwayâs Co-founder | Inc.
9575,Q71rL49A5v8,KSLNews,"EXCLUSIVE: Man takes woman hostage on flight to SLC, Good Samaritan steps in"
14958,0f3yC2gGLVM,Tennessean,Nashville Mayoral candidates discuss promoting growth in neighborhoods on July 6 | Tennessean
1371,DnlT43lxjSg,HarvardBusinessReview,This Two-Minute Morning Practice Will Make Your Day Better
1595,q2tKoxQO3zM,CountryLiving,This Winterâs Forecast: Cold and Wet | Country Living
2383,Zm9hyKZnITQ,ThePost-Standard,'Mother of all bombs' explodes in Afghanistan in strike against ISIS
2136,7PEpQYyajzM,WGAL-Lancaster,VIDEO: Breast Cancer Survivor Has Reconstructive Surgery
3503,bsZkwfq43Ig,9NEWS,Body camera footage of Delta County incident where a woman was fatally shot by police
10283,eMhmUHpYVC0,FOX11LosAngeles,Online gamer solved missing child case from his bedroom in England
8796,GcfWD62sbcs,WYFF-Greenville,Squirrel Stuck in Yogurt Cup
14074,Evp-svdEqm4,WKMGNews6ClickOrlando,Ask Trooper Steve: Road signs and painted stop bars
11490,iW5R2FUyYhQ,KCRA3,Shaolin Monks Dazzle Spectators
2521,nenLScqJOYg,BuffaloNews,Man saves small dog from icy water off Ellicott Creek
9449,vAN2LTDuB2g,Militarycom,14: Is the US Losing the Fight for Arctic Dominance?
4283,nxyWg5KyHZ0,WFLA-TampaBay,"It's Been Over 100 Years since Tampa Bay Has Been Hit Directly by a Major Hurricane, but Why?"
3502,nAHBekea2Fc,9NEWS,What's really hiding under Cheyenne Mountain in Colorado?
11349,Oy-x7BLlBYg,LibraryofCongress,Carl Gustav Jung & The Red Book (part 1)
1,6toXHd0xGdg,MilitaryTimes,Vietnam helicopter pilots describe the war from the cockpit
1381,F5PaP77nqn4,HarvardBusinessReview,CEOSeries: 23andMe's Anne Wojcicki on Scientific Breakthroughs and Public Trust | HBR IdeaCast
4966,EEPVxjVPKjI,FOX5Atlanta,Rescues in Downtown Atlanta during flash flooding | FOX 5 News
10048,Q3QD1OinHXc,Kiplinger,#2 University of Florida
4617,umoSHzeNJRw,FactCheck,FlackCheck.org Guide to Detecting Patterns of Deceptions
749,EgI_KAkSyCw,CNET,Zuckerberg's Senate hearing highlights in 10 minutes
12906,D039EZTZTwQ,KARE11,"Former NBA player Stephen Jackson mourns death of 'twin,' George Floyd"
11771,66UzbhDOuxE,FOX13TampaBay,Student sells thousands of hidden camera pens
10940,jLG55N0Ts2Y,WSB-Atlanta,This murder suspect rolls his eyes and laughs in court | WSB-TV
11254,yQTna8C5oro,DesMoinesRegister,Iowa State football coach Matt Campbell talks about the mistakes his team continues to make
1269,AVb8fgbeYuU,KTLA5,"Raegan Revord & Montana Jordan on the Family Feels in ""Young Sheldon"""
747,udwPo6vLfSU,CNET,CNET How To - Transfer VHS tapes to your computer
6652,lHRsTpUbOms,MassLive,Michelle Carter trial: 'I have a lot going for me' Conrad Roy says 1 month before suicide
4856,y3qd4zIX9pE,WMUR-TV,Gribble Describes Mont Vernon Attack
6003,AIp4hOzh-98,WXYZ-Detroit,Mitchell Young sentencing
2509,jWkCSDNMnZ0,BuffaloNews,"7 Weather 5am Update, Thursday, September 14"
8347,vdEZ8DJVYqk,UnitedStatesCourts,Vaccine Injury Program and the U.S. Court of Federal Claims
5089,_klcoFoXyG8,KING5Seattle,Crews work to retrieve seaplane from Lake Sammamish after crash
5769,4LlIJ6Z-5-M,SunSentinel,"Flatlining for Kingfish off Islamorada, Florida"
4959,GfVePZrecJc,FOX5Atlanta,"Home invader suspects chose the ""wrong home"" after encountering armed veteran homeowner"
8307,uKKU6dHOIdo,TechSpot,Sony Xperia Z3 Compact Review
7840,gbjLKL6eD20,HowStuffWorks,Stuff They Don't Want You To Know - Antikythera Mechanism
9451,Tatq0gl35DQ,Militarycom,"6. The Future of Bioenhanced Super Soldiers, Pt. 1 (Ft. Peter Emanuel and Diane DiEuliis)"
8589,8ACA575hud4,AssociatedPress,American tourists fall ill with suspected botulism in France
4631,ybG0BX7v6OQ,FactCheck,Obama's Executive Overreach?
13124,mQcmAi6OV1I,FOX10Phoenix,Police camera shows final moments before man killed Flagstaff officer
8593,oPA4d7553CY,AssociatedPress,Supposed extraterrestrials presented in Mexico
12125,Y8Vw-a0qx5c,KGWNews,Woman who yelled racial slurs at black couple appears in court
11499,I4W8YdAT5LA,KCRA3,"Apartment complex evacuated as deputies, SWAT investigate Sacramento County shooting"
3252,5H0NEliGFoc,Denver7,Friends of doomed storm chasers react to their deaths
11509,bb_aZlS6xng,KCRA3,Stockton police say reward will be paid after tips help with arrest in serial killings
11856,E7-Kht9Xnzc,MentalFloss,500 Facts - mental_floss List Show Ep. 524
1509,0dZuCk1dHk0,Pew,Pa Houa discusses being Hmong American
4740,ATrC_hoQC_o,WSOCTV9-Charlotte,Warrants: Madalina Cojocariâs mother theorized she was sold for cash | WSOC-TV
8074,nBrzARPUhBo,NewsOn6KOTV,"NYC Braces For Fewer Police Officers, More Trash As Vaccine Deadline Looms"
7593,wJkYktcpCk4,ABC7LA,Tennessee woman jumps into frozen swimming pool to rescue dog | ABC7
12509,0QX1EHV2Ml8,Investopedia,Understanding Beta | Investopedia
7024,oBM7DIeMsP0,C-SPAN,Pope Francis addresses Joint Session of Congress â FULL SPEECH (C-SPAN)
